Categoria,Indicatore,Territorio,Periodo,Valore,Unita,Fonte,Aggiornato
Appalti,Appalti lavori (importo),Verbania,2024-06,8626365,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-07,18895717,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-08,121196610,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-09,4048935,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-10,5038862,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-11,3146441,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2024-12,22886237,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-01,7946918,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-02,2599936,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-03,2641173,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-04,8394275,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-05,3971379,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-06,8996441,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-07,7792006,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-08,11282276,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-09,8802052,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-10,5186896,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-11,127311536,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Verbania,2025-12,60153619,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-01,4187939,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-02,3839214,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-03,3880248,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-04,12915302,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-05,4465340,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-06,4613310,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-07,7288210,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-08,21042170,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-09,18418620,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-10,18912516,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-11,16975835,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2024-12,203980445,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-01,4470578,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-02,5027116,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-03,713645397,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-04,31132028,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-05,8455974,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-06,17640044,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-07,7720640,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-08,49870247,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-09,6482990,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-10,2519204,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-11,7989444,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (importo),Vercelli,2025-12,6081881,EUR,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-01,41,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-02,83,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-03,94,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-04,160,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-05,186,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-06,117,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-07,158,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-08,83,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-09,216,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-10,130,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-11,99,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2024-12,194,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-01,50,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-02,74,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-03,83,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-04,145,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-05,139,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-06,119,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-07,159,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-08,81,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-09,112,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-10,165,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-11,132,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Alessandria,2025-12,282,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-01,2,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-02,38,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-03,52,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-04,46,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-05,87,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-06,90,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-07,160,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-08,145,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-09,180,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-10,154,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-11,135,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2024-12,194,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-01,32,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-02,42,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-03,81,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-04,112,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-05,208,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-06,169,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-07,172,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-08,106,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-09,109,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-10,136,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-11,113,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Aosta,2025-12,208,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-01,11,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-02,20,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-03,54,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-04,51,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-05,121,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-06,48,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-07,71,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-08,47,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-09,160,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-10,57,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-11,64,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2024-12,89,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-01,31,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-02,25,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-03,28,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-04,50,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-05,36,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-06,45,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-07,47,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-08,33,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-09,72,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-10,72,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-11,43,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Asti,2025-12,82,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-01,13,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-02,28,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-03,31,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-04,69,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-05,92,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-06,34,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-07,63,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-08,44,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-09,107,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-10,55,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-11,43,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2024-12,88,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-01,26,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-02,26,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-03,23,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-04,40,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-05,56,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-06,73,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-07,58,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-08,34,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-09,46,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-10,51,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-11,39,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Biella,2025-12,106,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-01,53,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-02,96,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-03,126,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-04,221,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-05,381,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-06,199,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-07,195,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-08,180,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-09,370,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-10,234,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-11,203,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2024-12,320,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-01,158,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-02,140,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-03,157,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-04,181,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-05,229,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-06,256,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-07,222,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-08,171,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-09,234,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-10,263,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-11,231,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Cuneo,2025-12,416,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-01,24,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-02,56,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-03,54,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-04,70,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-05,106,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-06,78,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-07,125,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-08,79,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-09,129,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-10,123,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-11,115,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2024-12,196,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-01,73,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-02,97,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-03,82,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-04,69,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-05,82,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-06,93,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-07,128,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-08,67,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-09,129,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-10,142,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-11,101,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Novara,2025-12,225,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-01,283,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-02,581,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-03,675,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-04,1017,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-05,1531,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-06,912,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-07,1124,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-08,756,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-09,1703,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-10,1215,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-11,1074,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2024-12,1748,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-01,648,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-02,717,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-03,736,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-04,916,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-05,1187,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-06,1191,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-07,1264,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-08,756,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-09,1130,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-10,1302,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-11,1086,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte,2025-12,2091,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-01,285,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-02,619,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-03,727,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-04,1063,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-05,1618,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-06,1002,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-07,1284,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-08,901,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-09,1883,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-10,1369,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-11,1209,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2024-12,1942,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-01,680,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-02,759,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-03,817,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-04,1028,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-05,1395,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-06,1360,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-07,1436,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-08,862,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-09,1239,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
Appalti,Appalti lavori (numero),Piemonte e Valle d'Aosta,2025-10,1438,gare,"ANAC (BDNCP, dataset CIG)",29/06/2026
